Geo Point;Geo Shape;id_sir_gp_ecrase_faune;axe;cumuld;plod;absd;date_releve;espece;commune;commentaires;animal_vivant;nb_individus;date_creation;date_modif;source_releve
44.8556461268,5.61308863159;"{""type"": ""Point"", ""coordinates"": [5.61308863159239, 44.855646126759176]}";1458;D1075;138049;131;300;2019-04-12;Martre;St Michel les portes;;NON;1;2020-03-05;2020-03-05;D38
45.6553092625,5.31540980643;"{""type"": ""Point"", ""coordinates"": [5.31540980643456, 45.655309262511885]}";538;D522;25066;25;900;2015-03-02;Blaireau européen;Saint-Chef;Blaireau;NON;1;2016-03-08;2020-03-05;D38
44.8440546853,5.61737019471;"{""type"": ""Point"", ""coordinates"": [5.617370194709859, 44.84405468525611]}";1431;D1075;139744;133;0;2018-08-08;Blaireau européen;Saint Martin de Clelles;;NON;1;2020-03-05;2020-03-05;D38
45.0027422113,5.79509783144;"{""type"": ""Point"", ""coordinates"": [5.795097831443437, 45.00274221131456]}";1168;D115A;4088;4;100;2018-08-29;Blaireau européen;cholonge;Blaireau;NON;1;2019-02-18;2020-03-05;D38
45.6651043656,5.57102421328;"{""type"": ""Point"", ""coordinates"": [5.571024213283567, 45.66510436563784]}";2767;D33;7938;8;0;2019-01-18;Fouine;LE BOUCHAGE;;NON;1;2020-09-07;2020-09-07;D38
45.0944298186,5.55658893897;"{""type"": ""Point"", ""coordinates"": [5.556588938973698, 45.094429818561274]}";32;D531;33657;35;500;2009-06-16;Renard roux;Lans-en-Vercors;Pont des Aniers;;;2012-12-03;2020-03-05;D38
45.0928444919,5.2263330913;"{""type"": ""Point"", ""coordinates"": [5.226333091304397, 45.0928444919491]}";760;D1092;6784;6;800;2016-01-27;Chevreuil européen;St Hilaire du Rosier;Ossement dans le fossé;NON;1;2018-04-04;2020-03-05;D38
45.1318743963,5.52980190813;"{""type"": ""Point"", ""coordinates"": [5.529801908125089, 45.131874396328286]}";1251;D106;38493;39;0;2017-05-23;Hérisson d'Europe;Méaudre;;NON;1;2019-04-30;2020-03-05;D38
45.117660049,5.57184886243;"{""type"": ""Point"", ""coordinates"": [5.571848862431244, 45.11766004897393]}";43;D531;36685;38;500;2009-08-30;Blaireau européen;Lans-en-Vercors;Les Eymards;;;2012-12-03;2020-03-05;D38
45.6357646295,5.20595380769;"{""type"": ""Point"", ""coordinates"": [5.205953807689696, 45.63576462948845]}";2814;D163;2622;2;800;2019-02-22;Chevreuil européen;Frontonas;;NON;1;2020-09-07;2020-09-07;D38
45.7000237649,5.45074278802;"{""type"": ""Point"", ""coordinates"": [5.450742788023183, 45.70002376490938]}";675;D1075;25875;20;100;2016-02-21;Sanglier;PASSINS;;NON;1;2018-04-04;2020-03-05;D38
45.4894631474,4.9573483527;"{""type"": ""Point"", ""coordinates"": [4.95734835269802, 45.48946314740464]}";519;D41C;3166;3;600;;Oiseau de petite taille indéterminé;Eyzin-Pinet;;Non;1;2016-01-08;2020-03-05;D38
45.5205425086,5.5954193033;"{""type"": ""Point"", ""coordinates"": [5.59541930330457, 45.52054250864861]}";1129;D1075;51001;44;800;2018-07-02;Blaireau européen;Charancieu;;NON;1;2019-02-14;2020-03-05;D38
45.170196637,5.63891747593;"{""type"": ""Point"", ""coordinates"": [5.638917475934739, 45.17019663703483]}";124;D106;17225;17;500;2011-12-28;Chevreuil européen;Saint-Nizier-du-Moucherotte;romanet;;;2012-12-03;2020-03-05;D38
45.3674023571,5.59112127062;"{""type"": ""Point"", ""coordinates"": [5.591121270620388, 45.36740235714916]}";231;D520;33636;33;431;2013-05-06;Ecureuil roux;Voiron;;;;2014-04-02;2020-03-05;D38
45.7499126577,5.1770475171;"{""type"": ""Point"", ""coordinates"": [5.17704751710088, 45.7499126576854]}";702;D18;18700;19;100;2016-03-22;Blaireau européen;CORIAU;;NON;1;2018-04-04;2020-03-05;D38
45.1806119442,5.64722792327;"{""type"": ""Point"", ""coordinates"": [5.647227923268776, 45.18061194416501]}";1282;D106;15682;16;0;2017-11-20;Blaireau européen;St Nizier du Moucherotte;;NON;1;2019-04-30;2020-03-05;D38
45.349574204,4.84640278162;"{""type"": ""Point"", ""coordinates"": [4.846402781623016, 45.349574203984375]}";523;D131C;800;0;800;2015-11-17;Corvidé indéterminé;Agnin;;Oui;1;2016-01-08;2020-03-05;D38
44.787437819,5.63787606587;"{""type"": ""Point"", ""coordinates"": [5.637876065868725, 44.78743781897851]}";1400;D1075;149572;143;700;2018-03-21;Chevreuil européen;Monestier-du-Percy;;NON;1;2020-03-05;2020-03-05;D38
45.709587988,5.39623734408;"{""type"": ""Point"", ""coordinates"": [5.396237344076596, 45.70958798803908]}";2765;D522;34553;35;500;2019-01-11;Chevreuil européen;COURTENAY;;NON;1;2020-09-07;2020-09-07;D38
45.1439611718,5.62045458166;"{""type"": ""Point"", ""coordinates"": [5.620454581655764, 45.14396117179819]}";84;D106;22679;23;0;2007-11-13;Renard roux;Saint-Nizier-du-Moucherotte;;;;2012-12-03;2020-03-05;D38
45.3753053584,5.45831655797;"{""type"": ""Point"", ""coordinates"": [5.458316557969233, 45.37530535840196]}";574;D119;1525;1;520;2014-08-28;Fouine;Colombe;;NON;1;2016-03-08;2020-03-05;D38
45.8201281438,5.31007606283;"{""type"": ""Point"", ""coordinates"": [5.310076062834155, 45.82012814376999]}";389;D65;17913;18;0;2014-08-25;Blaireau européen;Hières sur Amby;;;;2015-03-10;2020-03-05;D38
45.5183136885,4.91803037187;"{""type"": ""Point"", ""coordinates"": [4.918030371868336, 45.518313688506716]}";1039;D41;4040;4;100;2017-04-19;Salamandre tachetée;;;NON;1;2019-02-14;2020-03-05;D38
45.1286375414,5.58727689496;"{""type"": ""Point"", ""coordinates"": [5.587276894956705, 45.12863754138434]}";1247;D106;27410;27;800;2017-05-12;Autres;Lans en Vercors;Ecureuil;NON;1;2019-04-30;2020-03-05;D38
44.8258146555,5.84755888144;"{""type"": ""Point"", ""coordinates"": [5.847558881442653, 44.82581465545029]}";892;D66;9006;9;30;2016-02-06;Chevreuil européen;Cordéac;;OUI;1;2018-04-04;2020-03-05;D38
44.8489593338,5.61956172587;"{""type"": ""Point"", ""coordinates"": [5.619561725871012, 44.84895933375205]}";1485;D1075;139147;132;400;2019-07-12;Renard roux;Saint Martin de Clelles;;NON;1;2020-03-05;2020-03-05;D38
44.7500212659,5.67453527965;"{""type"": ""Point"", ""coordinates"": [5.674535279654014, 44.750021265944895]}";1453;D1075;157289;151;500;2019-03-11;Martre;Lalley;;NON;1;2020-03-05;2020-03-05;D38
45.8048190051,5.28845349529;"{""type"": ""Point"", ""coordinates"": [5.288453495287481, 45.80481900511324]}";1221;D65;15507;15;600;2018-08-16;Blaireau européen;Moulin d'avaux;;NON;1;2019-04-30;2020-03-05;D38
45.1181747909,5.56873713889;"{""type"": ""Point"", ""coordinates"": [5.568737138885818, 45.118174790887224]}";1250;D106;29774;30;0;2017-05-23;Autres;Lans en Vercors;Ecureuil;NON;1;2019-04-30;2020-03-05;D38
45.0857753133,5.52399923543;"{""type"": ""Point"", ""coordinates"": [5.523999235425887, 45.085775313279605]}";8;D531;26579;28;465;2010-12-15;Renard roux;Villard-de-Lans;Les Jarrands;;;2012-12-03;2020-03-05;D38
45.0800729649,5.5338656457;"{""type"": ""Point"", ""coordinates"": [5.533865645696359, 45.08007296493919]}";655;D531;27666;29;500;2015-11-05;Blaireau européen;Villard-de-Lans;;NON;1;2016-03-08;2020-03-05;D38
45.7667289665,5.11243634381;"{""type"": ""Point"", ""coordinates"": [5.1124363438136, 45.76672896650741]}";386;D517;2000;2;0;2014-05-12;Couleuvre verte et jaune;Janneyrias;;;;2015-03-10;2020-03-05;D38
44.9230650588,5.86554704011;"{""type"": ""Point"", ""coordinates"": [5.865547040114858, 44.92306505877723]}";1175;D114A;3437;3;500;2018-11-05;Blaireau européen;oris en rattier;Blaireau;NON;1;2019-02-18;2020-03-05;D38
45.7788211291,5.26304801612;"{""type"": ""Point"", ""coordinates"": [5.263048016118997, 45.778821129129874]}";1227;D65;11918;12;0;2018-11-14;Renard roux;Vernas;;NON;1;2019-04-30;2020-03-05;D38
45.1206264184,5.6046127078;"{""type"": ""Point"", ""coordinates"": [5.604612707799552, 45.120626418358526]}";628;D106I;1221;1;200;2015-04-18;Chevreuil européen;Lans-en-Vercors;;NON;1;2016-03-08;2020-03-05;D38
45.6395079837,5.04566290099;"{""type"": ""Point"", ""coordinates"": [5.045662900989622, 45.63950798369318]}";471;D518Z;300;0;300;2014-09-23;Renard roux;;;;;2015-03-10;2020-03-05;D38
45.1545138012,5.38126076049;"{""type"": ""Point"", ""coordinates"": [5.381260760493909, 45.15451380115627]}";348;D1532;15577;14;0;2014-02-03;Chevreuil européen;Izeron;;;;2015-03-10;2020-03-05;D38
45.2888364277,5.56666732347;"{""type"": ""Point"", ""coordinates"": [5.566667323465302, 45.28883642770321]}";954;D1532;38223;36;680;2016-03-01;Mammifère indéterminé;St Quentin sur Isère;Ragondin;NON;1;2018-04-04;2020-03-05;D38
44.8111125643,5.62964834384;"{""type"": ""Point"", ""coordinates"": [5.629648343842354, 44.81111256425995]}";1468;D1075;146205;140;0;2019-05-02;Cerf élaphe;Clelles;Biche;NON;1;2020-03-05;2020-03-05;D38
45.0659359461,5.37301157567;"{""type"": ""Point"", ""coordinates"": [5.373011575666935, 45.06593594614831]}";780;D531;9257;11;0;2016-02-23;Blaireau européen;Choranche;;NON;1;2018-04-04;2020-03-05;D38
45.3689442213,5.54148321454;"{""type"": ""Point"", ""coordinates"": [5.541483214539541, 45.368944221346936]}";216;D12A;1644;1;640;2013-02-26;Blaireau européen;Saint-Cassien;;;;2014-04-02;2020-03-05;D38
45.4357328662,5.57868201513;"{""type"": ""Point"", ""coordinates"": [5.578682015126001, 45.43573286622577]}";306;D82;1476;1;500;2014-04-14;Chevreuil européen;Massieu;;;;2015-03-10;2020-03-05;D38
45.0879161899,5.55493179803;"{""type"": ""Point"", ""coordinates"": [5.554931798029552, 45.087916189905904]}";20;D531;32917;34;735;2008-07-28;Renard roux;Villard-de-Lans;Les Geymonds;;;2012-12-03;2020-03-05;D38
44.7863429416,5.64603915673;"{""type"": ""Point"", ""coordinates"": [5.646039156731737, 44.78634294161476]}";590;D1075;150272;144;400;;Chevreuil européen;Le Monestier-du-Percy;;NON;1;2016-03-08;2020-03-05;D38
45.1375323503,5.2802326831;"{""type"": ""Point"", ""coordinates"": [5.280232683102708, 45.13753235034924]}";842;D20;1865;1;720;2016-12-26;Renard roux;Chat forestierte;;OUI;1;2018-04-04;2020-03-05;D38
44.9464447804,5.80232015726;"{""type"": ""Point"", ""coordinates"": [5.802320157258111, 44.946444780377696]}";1068;D115C;3426;3;400;2017-10-06;Chevreuil européen;ST HONORE;;OUI;2;2019-02-14;2020-03-05;D38
45.4974079179,4.83725032255;"{""type"": ""Point"", ""coordinates"": [4.837250322550227, 45.49740791794409]}";1042;D4B;0;0;0;2016-10-11;Renard roux;reventin vaugris;;NON;1;2019-02-14;2020-03-05;D38
44.8822807191,5.61915055143;"{""type"": ""Point"", ""coordinates"": [5.61915055142849, 44.88228071908744]}";1346;D1075;132748;126;0;2017-05-17;Mammifère indéterminé;ROISSARD;CHIEN DOMESTIQUE;NON;1;2020-03-05;2020-03-05;D38
44.8189442944,5.93683380087;"{""type"": ""Point"", ""coordinates"": [5.936833800874191, 44.81894429435574]}";718;D537;800;0;800;2016-01-06;Chevreuil européen;Corps;;NON;1;2018-04-04;2020-03-05;D38
45.3180199332,5.62195351654;"{""type"": ""Point"", ""coordinates"": [5.621953516540826, 45.31801993324263]}";996;D1075;78115;71;487;2016-09-07;Renard roux;La Buisse;;NON;1;2018-04-04;2020-03-05;D38
44.8675286303,5.77998497942;"{""type"": ""Point"", ""coordinates"": [5.779984979415442, 44.86752863033519]}";1490;D526;24709;24;760;2019-08-23;Blaireau européen;Saint-Jean-d'Hérans;;NON;1;2020-03-05;2020-03-05;D38
45.1361857007,5.2964509113;"{""type"": ""Point"", ""coordinates"": [5.296450911298932, 45.136185700689026]}";759;D1092;14184;14;200;2016-01-27;Autres;Chat forestierte;Lièvre;NON;1;2018-04-04;2020-03-05;D38
45.1543407075,5.62049606254;"{""type"": ""Point"", ""coordinates"": [5.620496062536913, 45.15434070746479]}";639;D106;21481;21;800;2015-06-26;Autres;St Nizier du Moucherotte;Lièvre;NON;1;2016-03-08;2020-03-05;D38
44.8263657622,5.66793247328;"{""type"": ""Point"", ""coordinates"": [5.667932473275098, 44.826365762224036]}";1481;D526;5572;5;600;2019-07-09;Autres;Clelles;Lièvre;NON;1;2020-03-05;2020-03-05;D38
45.6955825059,5.17605953649;"{""type"": ""Point"", ""coordinates"": [5.176059536493026, 45.69558250586948]}";704;D75;31094;31;0;2016-07-31;Renard roux;CHAMAGNIEU;;NON;1;2018-04-04;2020-03-05;D38
45.4278371402,5.56304541426;"{""type"": ""Point"", ""coordinates"": [5.563045414259609, 45.427837140180486]}";311;D1075;62238;56;38;2014-05-15;Blaireau européen;Chirens;;;;2015-03-10;2020-03-05;D38
45.1261012811,5.57471949299;"{""type"": ""Point"", ""coordinates"": [5.574719492986228, 45.12610128113794]}";100;D106;28763;29;0;2009-09-05;Chevreuil européen;Lans-en-Vercors;;;;2012-12-03;2020-03-05;D38
44.8573981888,5.61024294752;"{""type"": ""Point"", ""coordinates"": [5.610242947517915, 44.85739818878428]}";1470;D1075;137749;131;0;2019-05-27;Chevreuil européen;;;NON;1;2020-03-05;2020-03-05;D38
45.3500237281,5.53179991388;"{""type"": ""Point"", ""coordinates"": [5.531799913881046, 45.35002372806896]}";1019;D12;3721;5;836;2016-12-13;Chevreuil européen;Charnècle;;NON;1;2018-04-04;2020-03-05;D38
45.3496077304,5.47085349613;"{""type"": ""Point"", ""coordinates"": [5.470853496134545, 45.34960773038158]}";134;D519;46826;52;650;2011-12-10;Renard roux;Beaucroissant;;;;2013-04-05;2020-03-05;D38
44.8300871994,5.76955327518;"{""type"": ""Point"", ""coordinates"": [5.769553275179287, 44.830087199404964]}";603;D66;17586;17;630;2015-10-10;Chevreuil européen;Mens;;NON;1;2016-03-08;2020-03-05;D38
45.0851902906,5.20830615009;"{""type"": ""Point"", ""coordinates"": [5.208306150092086, 45.085190290550855]}";800;D1092;5018;5;0;2016-05-09;Couleuvre verte et jaune;St Lattier;;NON;1;2018-04-04;2020-03-05;D38
44.8192365033,5.62632750109;"{""type"": ""Point"", ""coordinates"": [5.626327501085692, 44.81923650329995]}";1412;D1075;145144;138;700;2018-06-15;Mammifère indéterminé;Clelles;chat;NON;1;2020-03-05;2020-03-05;D38
44.9468505897,5.75875076921;"{""type"": ""Point"", ""coordinates"": [5.758750769212168, 44.94685058970931]}";720;D529;22823;23;200;2016-01-16;Renard roux;Pierre Chat forestierel;;NON;1;2018-04-04;2020-03-05;D38
45.4438272335,5.69860436031;"{""type"": ""Point"", ""coordinates"": [5.69860436031156, 45.44382723352955]}";932;D28;21324;21;200;2016-02-02;Blaireau européen;Miribelle les Echelles;;NON;1;2018-04-04;2020-03-05;D38
45.0944298186,5.55658893897;"{""type"": ""Point"", ""coordinates"": [5.556588938973698, 45.094429818561274]}";1025;D531;33657;35;500;2016-04-05;Autres;Villard de Lans;Lièvre;NON;2;2018-04-04;2020-03-05;D38
45.7716080041,5.18912966693;"{""type"": ""Point"", ""coordinates"": [5.189129666926061, 45.77160800405854]}";2821;D55;4218;4;300;2019-06-11;Blaireau européen;Chavanoz;;NON;1;2020-09-07;2020-09-07;D38
45.4668447439,5.65757624621;"{""type"": ""Point"", ""coordinates"": [5.657576246209161, 45.46684474392024]}";263;D82;9045;8;800;2013-11-11;Blaireau européen;Saint-Geoire-en-Valdaine;;;;2014-04-02;2020-03-05;D38
45.5838370647,5.0583046418;"{""type"": ""Point"", ""coordinates"": [5.058304641799066, 45.58383706467492]}";1196;D75;14231;14;200;2017-06-19;Oiseau sp;Chozeau;Faisan;NON;1;2019-04-30;2020-03-05;D38
44.7533019622,5.67027856596;"{""type"": ""Point"", ""coordinates"": [5.670278565957465, 44.75330196221634]}";1336;D1075;156789;151;0;2017-04-03;Autres;Lalley;Lièvre;NON;1;2020-03-05;2020-03-05;D38
45.3424198462,5.33469922957;"{""type"": ""Point"", ""coordinates"": [5.33469922956995, 45.34241984620036]}";573;D518;50456;51;100;2014-10-01;Blaireau européen;Saint-Étienne-de-Saint-Geoirs;Blaireau;NON;1;2016-03-08;2020-03-05;D38
45.4152904793,5.75039957051;"{""type"": ""Point"", ""coordinates"": [5.750399570512116, 45.415290479264215]}";939;D520;52232;52;0;2016-02-16;Blaireau européen;Entre deux Guiers;;NON;1;2018-04-04;2020-03-05;D38
45.3392475523,5.9423321724;"{""type"": ""Point"", ""coordinates"": [5.942332172403051, 45.33924755234546]}";177;D1090;25952;24;990;2011-12-08;Autres;Le Touvet;La Frette - Chien;;;2014-04-02;2020-03-05;D38
45.350253756,5.77461224774;"{""type"": ""Point"", ""coordinates"": [5.774612247743946, 45.350253756028]}";169;D520B;6343;6;300;2012-01-16;Chat forestier;Saint-Pierre-de-Chartreuse;Chat sauvage;;;2013-04-09;2020-03-05;D38
45.5875085743,5.58146522843;"{""type"": ""Point"", ""coordinates"": [5.58146522842629, 45.58750857429732]}";494;D82;30481;30;0;2014-08-13;Chevreuil européen;Chimilin;;;;2015-03-10;2020-03-05;D38
45.1767696274,5.64412894679;"{""type"": ""Point"", ""coordinates"": [5.644128946791229, 45.176769627421905]}";659;D106;16182;16;500;2015-12-03;Chevreuil européen;Saint-Nizier-du-Moucherotte;;NON;1;2016-03-08;2020-03-05;D38
45.3906382453,5.57229876716;"{""type"": ""Point"", ""coordinates"": [5.572298767163399, 45.39063824527262]}";244;D1075;67219;61;0;2013-07-04;Renard roux;Voiron;;;;2014-04-02;2020-03-05;D38
44.9018013515,5.84530898397;"{""type"": ""Point"", ""coordinates"": [5.84530898397337, 44.90180135149625]}";612;D26;7063;7;200;2015-11-22;Sanglier;Siévoz;;NON;1;2016-03-08;2020-03-05;D38
45.3667696904,5.59569805559;"{""type"": ""Point"", ""coordinates"": [5.595698055586715, 45.366769690372124]}";929;D520;34010;33;805;2015-01-21;Fouine;Voiron;;NON;1;2018-04-04;2020-03-05;D38
45.077365515,5.45090405822;"{""type"": ""Point"", ""coordinates"": [5.450904058223796, 45.07736551500456]}";748;D531;16940;18;700;2016-01-14;Sanglier;Choranche;Marcassins tombés du rocher;NON;2;2018-04-04;2020-03-05;D38
45.2873156866,5.61627500691;"{""type"": ""Point"", ""coordinates"": [5.616275006905783, 45.28731568661958]}";970;D1532;43469;41;890;2016-03-31;Blaireau européen;Veurey;;NON;1;2018-04-04;2020-03-05;D38
45.7165958056,5.17643692096;"{""type"": ""Point"", ""coordinates"": [5.176436920960495, 45.716595805551854]}";1189;D24;5218;4;800;2017-05-12;Blaireau européen;Janneyrias;;NON;1;2019-04-30;2020-03-05;D38
45.170196637,5.63891747593;"{""type"": ""Point"", ""coordinates"": [5.638917475934739, 45.17019663703483]}";130;D106;17225;17;500;2012-05-25;Renard roux;Saint-Nizier-du-Moucherotte;romanet;;;2012-12-03;2020-03-05;D38
45.2950522053,5.61360351058;"{""type"": ""Point"", ""coordinates"": [5.613603510584797, 45.29505220531904]}";1288;D1532;42579;41;0;2019-01-03;Blaireau européen;Veurey;;NON;1;2019-10-24;2020-03-05;D38
45.1517881871,5.55393978096;"{""type"": ""Point"", ""coordinates"": [5.553939780963558, 45.15178818706088]}";123;D106;34356;34;800;2011-07-01;Martre;Lans-en-Vercors;croix Perrin;;;2012-12-03;2020-03-05;D38
44.8259626254,5.66896919142;"{""type"": ""Point"", ""coordinates"": [5.668969191415306, 44.825962625351615]}";866;D526;5672;5;700;2016-06-16;Martre;Clelles;;NON;1;2018-04-04;2020-03-05;D38
45.1608009311,5.60931603818;"{""type"": ""Point"", ""coordinates"": [5.609316038181855, 45.160800931101576]}";59;D531;42681;44;500;2007-07-20;Autres;Lans-en-Vercors;Bruyant - Lièvre;;;2012-12-03;2020-03-05;D38
45.0755455289,5.25040893584;"{""type"": ""Point"", ""coordinates"": [5.2504089358383, 45.07554552887677]}";834;D21;840;0;840;2016-12-17;Renard roux;St Hilaire du Rosier;;NON;1;2018-04-04;2020-03-05;D38
45.4489265893,5.53654842223;"{""type"": ""Point"", ""coordinates"": [5.536548422229751, 45.448926589332075]}";267;D90;4458;4;500;2013-12-23;Fouine;Bilieu;;;;2014-04-02;2020-03-05;D38
44.8383256275,5.77973694736;"{""type"": ""Point"", ""coordinates"": [5.77973694735898, 44.838325627505114]}";1515;D66;16262;16;300;2019-10-30;Chevreuil européen;Saint-Sébastien;Mâle;NON;1;2020-03-05;2020-03-05;D38
45.3119048599,5.61124311764;"{""type"": ""Point"", ""coordinates"": [5.611243117636883, 45.311904859933385]}";1105;D1085;47558;47;500;2017-12-31;Blaireau européen;Moirans;;NON;1;2019-02-14;2020-03-05;D38
45.0944298186,5.55658893897;"{""type"": ""Point"", ""coordinates"": [5.556588938973698, 45.094429818561274]}";31;D531;33657;35;500;2008-01-20;Autres;Lans-en-Vercors;Pont des Aniers - Chien;;;2012-12-03;2020-03-05;D38
45.098155712,5.30699935436;"{""type"": ""Point"", ""coordinates"": [5.306999354361117, 45.09815571198312]}";806;D1532;6695;5;100;2016-05-29;Chevreuil européen;St Romans;Collision avec une VL;NON;1;2018-04-04;2020-03-05;D38
45.3227861875,5.5355268597;"{""type"": ""Point"", ""coordinates"": [5.535526859696186, 45.322786187498686]}";928;D1092;45362;45;0;2015-01-20;Renard roux;Vourey;;OUI;1;2018-04-04;2020-03-05;D38
45.597682315,5.52297327557;"{""type"": ""Point"", ""coordinates"": [5.522973275570283, 45.59768231504208]}";480;D145C;4924;5;0;2014-03-25;Blaireau européen;Faverges de la Tour;;;;2015-03-10;2020-03-05;D38
45.1909273704,5.3468394438;"{""type"": ""Point"", ""coordinates"": [5.346839443801575, 45.19092737042633]}";769;D518;70612;71;100;2016-01-31;Chevreuil européen;St Vérand;;OUI;2;2018-04-04;2020-03-05;D38
